sig,route,type,frames,frame_share_pct,dominant_reason,period_bucket,min_gap_s,median_gap_s,max_gap_s,lengths_seen,vary_idx,first_start_us,last_start_us,first_data,last_data
AA 10 76 B5 12 03 0F 00,10->76,B5,2160,1.839,sync_boundary,~10s,1.976,9.998,7209.023,"21,22","8,9,12,13,14,16,17,18,19,20,21,len",2267756223,31053887871,AA 10 76 B5 12 03 0F 00 01 FC 00 07 53 01 00 00 80 17 03 D9 00,AA 10 76 B5 12 03 0F 00 01 FC 00 07 5F 03 00 00 80 19 03 20 00
AA 1F 15 B5 24 05 03 01,1F->15,B5,1626,1.385,sync_boundary,~1s,0.636,0.744,328.550,"22,23","10,11,22,len",658431219,72232876204,AA 1F 15 B5 24 05 03 01 00 01 00 32 00 07 01 00 21 8D 90 00 00 0A 00,AA 1F 15 B5 24 05 03 01 00 01 06 34 00 07 01 00 21 8D 90 00 00 0A 00
AA 1F 15 B5 24 05 03 03,1F->15,B5,1618,1.378,sync_boundary,~1s,0.729,0.744,328.445,23,"10,11",663646190,72233619852,AA 1F 15 B5 24 05 03 03 00 02 00 B8 00 07 01 00 21 00 00 00 00 B4 00,AA 1F 15 B5 24 05 03 03 00 02 00 B8 00 07 01 00 21 00 00 00 00 B4 00
AA 10 08 B5 10 03 05 FF,10->08,B5,1194,1.017,sync_boundary,~60s,0.761,59.992,119.983,"11,14","11,12,13,len",620187193,72191430571,AA 10 08 B5 10 03 05 FF 03 9A 00 00 00 00,AA 10 08 B5 10 03 05 FF 03 9A 00 00 00 00
AA 10 08 B5 04 01 00 3D,10->08,B5,1193,1.016,sync_boundary,~60s,56.652,59.994,120.001,22,"18,19,20",617732462,72188637043,AA 10 08 B5 04 01 00 3D 00 0A 00 FF FF FF FF FF FF FF 40 09 7A 00,AA 10 08 B5 04 01 00 3D 00 0A 00 FF FF FF FF FF FF FF 70 0C 29 00
AA 10 08 B5 11 01 00 88,10->08,B5,1193,1.016,sync_boundary,~60s,51.331,59.992,119.921,"21,22","10,11,12,13,14,15,16,17,18,19,20,21,len",619919429,72191161483,AA 10 08 B5 11 01 00 88 00 09 28 02 17 00 00 00 00 01 00 DD 00,AA 10 08 B5 11 01 00 88 00 09 D0 01 17 00 00 08 00 01 00 50 00
AA 10 FE B5 05 02 5C 00,10->FE,B5,1193,1.016,sync_boundary,~60s,51.329,59.993,119.989,9,-,619459524,72190634836,AA 10 FE B5 05 02 5C 00 E8,AA 10 FE B5 05 02 5C 00 E8
AA 10 76 B5 13 03 04 0D,10->76,B5,1192,1.015,sync_boundary,~60s,51.309,59.992,120.044,16,-,620974556,72192154235,AA 10 76 B5 13 03 04 0D 00 BB 00 02 FF FF A8 00,AA 10 76 B5 13 03 04 0D 00 BB 00 02 FF FF A8 00
AA 10 08 B5 12 02 00 64,10->08,B5,834,0.710,sync_boundary,~60s,1.301,59.994,12658.384,"9,13","9,10,11,12,len",620500741,72191677447,AA 10 08 B5 12 02 00 64 AE 00 00 00 00,AA 10 08 B5 12 02 00 64 AE 00 00 00 00
AA 10 08 B5 10 09 00 03,10->08,B5,812,0.691,sync_boundary,~10s,2.103,9.998,5419.307,21,"10,15",2278048828,15796781538,AA 10 08 B5 10 09 00 03 FF FF 78 FF 07 00 01 06 00 01 01 9A 00,AA 10 08 B5 10 09 00 03 FF FF A0 FF 07 00 01 7B 00 01 01 9A 00
AA 10 08 B5 12 02 04 64,10->08,B5,741,0.631,sync_boundary,~60s,51.331,59.995,14698.089,14,-,5899988831,72191915358,AA 10 08 B5 12 02 04 64 6F 00 01 01 9A 00,AA 10 08 B5 12 02 04 64 6F 00 01 01 9A 00
AA 10 E0 07 04 00 6A,10->E0,07,692,0.589,idle_timeout,~1s,1.225,1.374,304.385,7,-,602331120,72062564930,AA 10 E0 07 04 00 6A,AA 10 E0 07 04 00 6A
AA 03 E0 07 04 00 89,03->E0,07,689,0.587,idle_timeout,~1s,0.828,1.376,302.261,7,-,602859257,72061801354,AA 03 E0 07 04 00 89,AA 03 E0 07 04 00 89
AA 10 E1 07 04 00 34,10->E1,07,689,0.587,idle_timeout,~1s,0.740,1.293,304.729,7,-,606290064,72065892000,AA 10 E1 07 04 00 34,AA 10 E1 07 04 00 34
AA 03 E1 07 04 00 D7,03->E1,07,595,0.507,idle_timeout,~1s,0.766,1.374,303.324,7,-,606818758,72064385837,AA 03 E1 07 04 00 D7,AA 03 E1 07 04 00 D7
AA 10 08 B5 12 02 04 FF,10->08,B5,452,0.385,sync_boundary,~60s,51.499,59.992,29755.945,14,-,620735654,62772294553,AA 10 08 B5 12 02 04 FF F4 00 01 01 9A 00,AA 10 08 B5 12 02 04 FF F4 00 01 01 9A 00
AA 10 08 B5 12 02 00 00,10->08,B5,360,0.307,sync_boundary,~60s,52.282,59.993,7258.840,"10,13","10,11,12,len",2300252876,31036321056,AA 10 08 B5 12 02 00 00 CA 00 00 00 00,AA 10 08 B5 12 02 00 00 CA 00 00 00 00
AA 10 08 B5 07 02 09 00,10->08,B5,302,0.257,sync_boundary,~60s,52.094,59.994,44153.942,"10,15,16","10,11,12,13,14,15,len",619672616,62771231309,AA 10 08 B5 07 02 09 00 4F 00 02 30 03 79 00,AA 10 08 B5 07 02 09 00 4F 00 02 30 03 79 00
AA 1F,--,,296,0.252,idle_timeout,>60s,1.374,194.440,1391.945,2,-,603385053,72060294020,AA 1F,AA 1F
AA 10 08 B5 10 09 00 01,10->08,B5,272,0.232,sync_boundary,~10s,1.326,10.000,29685.859,"16,21","16,17,18,19,20,len",5867623654,48171878301,AA 10 08 B5 10 09 00 01 00 FF FF FF 06 00 01 93 00 01 01 9A 00,AA 10 08 B5 10 09 00 01 00 FF FF FF 06 00 01 93 00 01 01 9A 00
AA 10 76 B5 10 09 00 03,10->76,B5,266,0.227,sync_boundary,~10s,1.459,9.997,18.531,21,-,15806541236,18456159717,AA 10 76 B5 10 09 00 03 FF FF A0 FF 01 00 01 AC 00 01 01 9A 00,AA 10 76 B5 10 09 00 03 FF FF A0 FF 01 00 01 AC 00 01 01 9A 00
AA 10 0A 07 04 00 AB,10->0A,07,240,0.204,idle_timeout,~1s,0.246,0.305,906.331,7,-,1109597379,72200650117,AA 10 0A 07 04 00 AB,AA 10 0A 07 04 00 AB
AA 10 18 07 04 00 AD,10->18,07,240,0.204,idle_timeout,~1s,0.246,0.300,902.585,7,-,1097368033,72188390180,AA 10 18 07 04 00 AD,AA 10 18 07 04 00 AD
AA 10 26 07 04 00 FA,10->26,07,240,0.204,idle_timeout,~1s,0.246,0.247,907.982,7,-,1106418785,72197449834,AA 10 26 07 04 00 FA,AA 10 26 07 04 00 FA
AA 10 35 07 04 00 A2,10->35,07,240,0.204,idle_timeout,~1s,0.246,0.298,907.136,7,-,1103397694,72194383961,AA 10 35 07 04 00 A2,AA 10 35 07 04 00 A2
AA 10 38 07 04 00 42,10->38,07,240,0.204,idle_timeout,~1s,0.246,0.298,907.606,7,-,1102162380,72193412441,AA 10 38 07 04 00 42,AA 10 38 07 04 00 42
AA 10 50 07 04 00 B5,10->50,07,240,0.204,idle_timeout,~1s,0.246,0.248,906.429,7,-,1110404688,72201390678,AA 10 50 07 04 00 B5,AA 10 50 07 04 00 B5
AA 10 52 07 04 00 09,10->52,07,240,0.204,idle_timeout,~1s,0.246,0.247,908.154,7,-,1105397497,72196394696,AA 10 52 07 04 00 09,AA 10 52 07 04 00 09
AA 10 75 07 04 00 E7,10->75,07,240,0.204,idle_timeout,~1s,0.246,0.247,908.377,7,-,1104376392,72195389383,AA 10 75 07 04 00 E7,AA 10 75 07 04 00 E7
AA 10 A0 07 04 00 2F,10->A0,07,240,0.204,idle_timeout,~1s,0.246,0.247,907.429,7,-,1112394577,72203415349,AA 10 A0 07 04 00 2F,AA 10 A0 07 04 00 2F
AA 10 EC 07 04 00 D4,10->EC,07,240,0.204,idle_timeout,~1s,0.246,0.247,907.634,7,-,1111382170,72202360214,AA 10 EC 07 04 00 D4,AA 10 EC 07 04 00 D4
AA 10 ED 07 04 00 8A,10->ED,07,240,0.204,idle_timeout,~1s,0.246,0.248,907.769,7,-,1107373460,72198429321,AA 10 ED 07 04 00 8A,AA 10 ED 07 04 00 8A
AA 1F 08 B5 16 08 10 00,1F->08,B5,232,0.198,sync_boundary,~1s,1.139,1.162,1246.513,"30,31","10,11,14,19,20,21,22,24,25,26,27,28,29,30,len",1545795071,72210882214,AA 1F 08 B5 16 08 10 00 00 FF 83 04 00 00 AF 00 0B 00 00 02 83 04 75 34 78 56 95 4B BB 00,AA 1F 08 B5 16 08 10 00 00 FF 42 03 00 00 5C 00 0B 00 00 01 42 03 76 34 E4 44 95 4C EA 00
AA 00,--,,227,0.193,idle_timeout,>60s,1.383,304.065,912.389,2,-,602282742,72061224732,AA 00,AA 00
AA 10 FE B5 16 08 00 26,10->FE,B5,131,0.112,sync_boundary,~60s,58.080,59.997,61.893,"15,16","8,9,14,15,len",63969422174,71768472833,AA 10 FE B5 16 08 00 26 38 16 22 03 07 26 96,AA 10 FE B5 16 08 00 26 48 18 22 03 07 26 C0
AA 10 08 B5 07 02 09 47,10->08,B5,126,0.107,sync_boundary,~60s,54.920,59.995,13318.129,15,"11,13",7998683334,32295314829,AA 10 08 B5 07 02 09 47 08 00 02 40 02 E6 00,AA 10 08 B5 07 02 09 47 08 00 02 4D 02 A5 00
AA 10 FE B5 16 08 00 27,10->FE,B5,124,0.106,sync_boundary,~60s,56.166,59.997,63.813,15,"8,9,14",56530385730,63909414616,AA 10 FE B5 16 08 00 27 34 14 22 03 07 26 93,AA 10 FE B5 16 08 00 27 37 16 22 03 07 26 A2
AA 10 FE B5 16 08 00 28,10->FE,B5,121,0.103,sync_boundary,~60s,56.629,59.989,63.418,15,"8,9,14",49271319330,56470387968,AA 10 FE B5 16 08 00 28 33 12 22 03 07 26 D0,AA 10 FE B5 16 08 00 28 33 14 22 03 07 26 C4
AA 10 08 B5 13 02 05 28,10->08,B5,120,0.102,sync_boundary,>60s,591.388,599.905,605.607,"10,14","10,11,12,13,len",801500115,72192679839,AA 10 08 B5 13 02 05 28 E6 00 01 01 9A 00,AA 10 08 B5 13 02 05 28 E6 00 01 01 9A 00
AA 10 FE B5 16 08 00 34,10->FE,B5,120,0.102,sync_boundary,~60s,58.538,59.994,61.447,"15,16","8,9,14,15,len",6977190006,14116232484,AA 10 FE B5 16 08 00 34 48 00 22 03 07 26 CF,AA 10 FE B5 16 08 00 34 47 02 22 03 07 26 83
AA 10 FE B5 16 08 00 29,10->FE,B5,119,0.101,sync_boundary,~60s,57.545,59.993,62.449,"15,16","8,9,14,15,len",42132365343,49211412586,AA 10 FE B5 16 08 00 29 34 10 22 03 07 26 BE,AA 10 FE B5 16 08 00 29 32 12 22 03 07 26 C8
AA 10 FE B5 16 08 00 31,10->FE,B5,118,0.100,sync_boundary,~60s,57.903,59.993,62.605,"15,16","8,9,14,15,len",28034305240,35053257875,AA 10 FE B5 16 08 00 31 39 06 22 03 07 26 FA,AA 10 FE B5 16 08 00 31 36 08 22 03 07 26 9E
AA 10 FE B5 16 03 01 D0,10->FE,B5,117,0.100,sync_boundary,~60s,51.313,59.998,23996.981,10,"8,9",3200830554,71231727110,AA 10 FE B5 16 03 01 D0 08 25,AA 10 FE B5 16 03 01 D0 0C 21
AA 1F 76 B5 16 08 10 00,1F->76,B5,117,0.100,sync_boundary,~2s,1.093,1.657,1247.912,"18,19","11,14,18,len",1553827708,72216568110,AA 1F 76 B5 16 08 10 00 00 FF 83 04 00 00 5C 00 00 00 00,AA 1F 76 B5 16 08 10 00 00 FF 83 03 00 00 3E 00 00 00 00
AA 10 FE B5 16 08 00 30,10->FE,B5,116,0.099,sync_boundary,~60s,57.062,59.995,120.000,"15,16","8,9,14,15,len",35113260901,42072361765,AA 10 FE B5 16 08 00 30 37 08 22 03 07 26 86,AA 10 FE B5 16 08 00 30 33 10 22 03 07 26 74
AA 10 FE B5 16 08 00 32,10->FE,B5,116,0.099,sync_boundary,~60s,56.391,59.994,63.584,15,"8,9,14",21075246999,27975281055,AA 10 FE B5 16 08 00 32 43 04 22 03 07 26 96,AA 10 FE B5 16 08 00 32 38 06 22 03 07 26 83
AA 10 FE B5 16 08 00 33,10->FE,B5,115,0.098,sync_boundary,~60s,56.359,59.998,63.619,"15,16","8,9,14,15,len",14176166390,21015229386,AA 10 FE B5 16 08 00 33 48 02 22 03 07 26 14,AA 10 FE B5 16 08 00 33 42 04 22 03 07 26 8E
AA 10 FE B5 16 03 01 F0,10->FE,B5,110,0.094,sync_boundary,~60s,52.363,60.026,16017.817,10,"8,9",6087455480,60553179286,AA 10 FE B5 16 03 01 F0 07 4E,AA 10 FE B5 16 03 01 F0 0F 46
AA 10 08 B5 07 02 09 48,10->08,B5,108,0.092,sync_boundary,~60s,52.279,59.994,12658.230,15,"11,13",10518288383,29775659843,AA 10 08 B5 07 02 09 48 07 00 02 31 02 E3 00,AA 10 08 B5 07 02 09 48 07 00 02 4A 02 52 00
AA 10 FE B5 16 08 00 35,10->FE,B5,106,0.090,sync_boundary,~60s,56.638,59.995,63.389,"15,16","8,9,10,12,14,15,len",618069864,6917230677,AA 10 FE B5 16 08 00 35 02 23 21 03 06 26 12,AA 10 FE B5 16 08 00 35 47 00 22 03 07 26 FB
AA 10 FE B5 16 03 01 20,10->FE,B5,102,0.087,sync_boundary,~60s,51.434,60.006,15957.998,10,"8,9",5782904071,62772784292,AA 10 FE B5 16 03 01 20 08 B0,AA 10 FE B5 16 03 01 20 0F B7
AA 10 FE B5 16 03 01 80,10->FE,B5,98,0.083,sync_boundary,~60s,52.275,60.002,17397.584,10,"8,9",8960071476,65052495845,AA 10 FE B5 16 03 01 80 07 D0,AA 10 FE B5 16 03 01 80 0E D9
AA 10 FE B5 16 03 01 E0,10->FE,B5,93,0.079,sync_boundary,~60s,58.800,60.005,24416.628,10,"8,9",11179786681,67632171693,AA 10 FE B5 16 03 01 E0 06 7D,AA 10 FE B5 16 03 01 E0 0D 76
AA 10 FE B5 16 03 01 50,10->FE,B5,92,0.078,sync_boundary,~60s,52.097,60.001,26156.388,10,"8,9",9860027223,66072376284,AA 10 FE B5 16 03 01 50 07 21,AA 10 FE B5 16 03 01 50 0E 28
AA 10 FE B5 16 03 01 B0,10->FE,B5,92,0.078,sync_boundary,~60s,52.328,60.002,11578.488,10,"8,9",26177757144,68172167616,AA 10 FE B5 16 03 01 B0 04 85,AA 10 FE B5 16 03 01 B0 0D 8C
AA 10 08 B5 07 02 09 46,10->08,B5,88,0.075,sync_boundary,~60s,53.020,59.995,24416.609,15,"11,13",4879085632,34515023465,AA 10 08 B5 07 02 09 46 09 00 02 34 02 B9 00,AA 10 08 B5 07 02 09 46 09 00 02 57 02 23 00
AA 10 FE B5 16 03 01 40,10->FE,B5,85,0.072,sync_boundary,~60s,52.167,60.005,21896.986,10,"8,9",681198907,69431978438,AA 10 FE B5 16 03 01 40 09 1D,AA 10 FE B5 16 03 01 40 0D 19
AA 10 08 B5 07 02 09 4A,10->08,B5,81,0.069,sync_boundary,~60s,52.848,59.997,359.930,"10,15","10,11,12,13,14,len",16457494628,21856765452,AA 10 08 B5 07 02 09 4A 05 00 02 0E 02 5B 00,AA 10 08 B5 07 02 09 4A 05 00 02 0E 02 5B 00
AA 10 FE B5 16 03 01 10,10->FE,B5,68,0.058,sync_boundary,~60s,52.298,59.990,25196.497,10,"8,9",10519914550,70211862873,AA 10 FE B5 16 03 01 10 07 E9,AA 10 FE B5 16 03 01 10 0D E3
AA 10 FE B5 16 03 01 70,10->FE,B5,62,0.053,sync_boundary,~60s,52.344,60.016,20277.106,10,"8,9",13579531446,72192462886,AA 10 FE B5 16 03 01 70 06 44,AA 10 FE B5 16 03 01 70 0C 4E
AA 10 FE B5 16 03 01 A0,10->FE,B5,60,0.051,sync_boundary,~60s,57.465,59.996,25497.496,10,"8,9",11479750677,72071661057,AA 10 FE B5 16 03 01 A0 06 B5,AA 10 FE B5 16 03 01 A0 0C BF
AA 1F 08 B5 16 02 18 01,1F->08,B5,58,0.049,sync_boundary,>60s,1224.069,1244.890,1249.994,"10,13","10,11,12,len",1544699937,72206320965,AA 1F 08 B5 16 02 18 01 42 00 00 00 00,AA 1F 08 B5 16 02 18 01 42 00 00 00 00
AA 1F 08 B5 16 02 18 02,1F->08,B5,58,0.049,sync_boundary,>60s,1224.058,1244.873,1249.995,"10,13","10,11,12,len",1543603955,72205228053,AA 1F 08 B5 16 02 18 02 41 00 00 00 00,AA 1F 08 B5 16 02 18 02 41 00 00 00 00
AA 10 FE B5 16 03 01 60,10->FE,B5,57,0.049,sync_boundary,~60s,58.399,59.992,14278.833,10,"8,9",5420553997,43695467986,AA 10 FE B5 16 03 01 60 08 78,AA 10 FE B5 16 03 01 60 0B 7B
AA 10 08 B5 16 08 10 02,10->08,B5,52,0.044,sync_boundary,~1s,0.525,1.003,6.007,"30,31","10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,len",4068400442,4130961521,AA 10 08 B5 16 08 10 02 FF FF 03 00 21 34 53 00 0B 02 04 FF 03 00 21 34 E8 D5 93 49 F0 00,AA 10 08 B5 16 08 10 02 FF FF 02 00 81 33 65 00 0B 02 05 FF 02 00 81 33 20 19 10 4A 8F 00
AA 10 FE B5 16 03 01 90,10->FE,B5,50,0.043,sync_boundary,~60s,52.374,59.999,13498.816,10,"8,9",4880639923,43995301376,AA 10 FE B5 16 03 01 90 08 ED,AA 10 FE B5 16 03 01 90 0B EE
AA 10 FE B5 16 03 01 C0,10->FE,B5,49,0.042,sync_boundary,~60s,59.158,60.008,28436.094,10,"8,9",8000236737,61093026651,AA 10 FE B5 16 03 01 C0 07 18,AA 10 FE B5 16 03 01 C0 0F 10
AA 10 08 B5 07 02 09 49,10->08,B5,48,0.041,sync_boundary,~60s,52.756,59.994,67.244,15,"11,13",13577909243,16398326122,AA 10 08 B5 07 02 09 49 06 00 02 1B 02 33 00,AA 10 08 B5 07 02 09 49 06 00 02 15 02 46 00
AA 10 FE B5 16 03 01 00,10->FE,B5,47,0.040,sync_boundary,~60s,59.135,60.005,17396.858,10,"8,9",621222425,44655137160,AA 10 FE B5 16 03 01 00 09 D5,AA 10 FE B5 16 03 01 00 0C D0
AA 10 08 B5 07 02 09 39,10->08,B5,45,0.038,sync_boundary,~60s,59.174,59.997,119.153,15,-,64930977863,67630617447,AA 10 08 B5 07 02 09 39 76 00 02 BD 02 30 00,AA 10 08 B5 07 02 09 39 76 00 02 BD 02 30 00
AA 10 08 B5 07 02 09 45,10->08,B5,44,0.037,sync_boundary,~60s,59.142,59.993,29576.716,15,"11,13",4099166192,36374754783,AA 10 08 B5 07 02 09 45 0A 00 02 47 02 11 00,AA 10 08 B5 07 02 09 45 0A 00 02 5E 02 A1 00
AA 10 08 B5 07 02 09 4B,10->08,B5,43,0.037,sync_boundary,~60s,52.803,59.996,239.990,15,-,20716895069,23836481885,AA 10 08 B5 07 02 09 4B 04 00 02 08 02 37 00,AA 10 08 B5 07 02 09 4B 04 00 02 08 02 37 00
AA 10 08 B5 07 02 09 3B,10->08,B5,42,0.036,sync_boundary,~60s,58.973,59.996,60.990,15,"11,13",68770472232,71230191807,AA 10 08 B5 07 02 09 3B 74 00 02 B4 02 B2 00,AA 10 08 B5 07 02 09 3B 74 00 02 B3 02 45 00
AA 10 08 B5 07 02 09 3A,10->08,B5,29,0.025,sync_boundary,~60s,52.227,59.999,23937.672,15,"11,13",43153796798,68710508361,AA 10 08 B5 07 02 09 3A 75 00 02 B1 02 E8 00,AA 10 08 B5 07 02 09 3A 75 00 02 BB 02 5C 00
AA 10 08 B5 07 02 09 30,10->08,B5,24,0.020,sync_boundary,~60s,53.946,59.978,16678.421,15,"11,12,13",45553494807,63555721513,AA 10 08 B5 07 02 09 30 7F 00 02 F7 02 4C 00,AA 10 08 B5 07 02 09 30 7F 00 02 0A 03 9B 00
00 00 00,--,,23,0.020,sync_boundary,>60s,125.517,2039.601,10438.577,3,-,2240097110,71830716496,00 00 00,00 00 00
AA 10 08 B5 07 02 09 2F,10->08,B5,22,0.019,sync_boundary,~60s,59.165,60.005,239.970,15,-,46573377484,48073162604,AA 10 08 B5 07 02 09 2F 60 00 02 FE 02 CE 00,AA 10 08 B5 07 02 09 2F 60 00 02 FE 02 CE 00
AA 10 08 B5 07 01 0A 0D,10->08,B5,20,0.017,sync_boundary,>60s,3591.801,3599.522,3607.202,15,-,2002255250,70393158348,AA 10 08 B5 07 01 0A 0D 00 03 82 82 02 45 00,AA 10 08 B5 07 01 0A 0D 00 03 82 82 02 45 00
AA 10 08 B5 07 02 09 31,10->08,B5,20,0.017,sync_boundary,~60s,59.262,59.993,60.752,15,-,44353658167,45493523647,AA 10 08 B5 07 02 09 31 7E 00 02 F0 02 BB 00,AA 10 08 B5 07 02 09 31 7E 00 02 F0 02 BB 00
AA 10 08 B5 07 02 09 3F,10->08,B5,20,0.017,sync_boundary,~60s,52.333,59.989,120.996,"10,15","10,11,12,13,14,len",41474060348,42673884118,AA 10 08 B5 07 02 09 3F 70 00 02 8D 02 66 00,AA 10 08 B5 07 02 09 3F 70 00 02 8E 02 50 00
AA 10 08 B5 07 02 09 42,10->08,B5,19,0.016,sync_boundary,~60s,59.222,59.989,60.754,15,"11,13",38354480202,39434348799,AA 10 08 B5 07 02 09 42 0D 00 02 75 02 EA 00,AA 10 08 B5 07 02 09 42 0D 00 02 77 02 47 00
AA 10 08 B5 07 02 09 38,10->08,B5,18,0.015,sync_boundary,~60s,59.188,60.002,179.970,15,"11,13",63911082925,65050937012,AA 10 08 B5 07 02 09 38 77 00 02 D1 02 44 00,AA 10 08 B5 07 02 09 38 77 00 02 C4 02 2C 00
AA 10 08 B5 07 02 09 40,10->08,B5,18,0.015,sync_boundary,~60s,54.759,59.998,120.019,15,"11,13",40454218388,41534075495,AA 10 08 B5 07 02 09 40 0F 00 02 86 02 49 00,AA 10 08 B5 07 02 09 40 0F 00 02 86 02 49 00
AA 10 08 B5 07 02 09 44,10->08,B5,18,0.015,sync_boundary,~60s,51.329,59.994,119.969,15,"11,13",36314773433,37394643316,AA 10 08 B5 07 02 09 44 0B 00 02 66 02 EE 00,AA 10 08 B5 07 02 09 44 0B 00 02 69 02 00 00
AA 1F 15 B5 24 07 02 01,1F->15,B5,17,0.014,sync_boundary,>60s,157.892,2128.707,39017.447,20,"12,13",1344621027,63864133338,AA 1F 15 B5 24 07 02 01 03 00 0E 00 03 E3 00 02 00 03 2F 00,AA 1F 15 B5 24 07 02 01 03 00 0E 00 00 E0 00 02 00 03 2F 00
AA 1F 15 B5 24 08 02 01,1F->15,B5,17,0.014,sync_boundary,>60s,158.735,2128.806,39016.603,21,-,1344174052,63864348277,AA 1F 15 B5 24 08 02 01 03 00 06 00 01 00 AD 00 02 00 03 2F 00,AA 1F 15 B5 24 08 02 01 03 00 06 00 01 00 AD 00 02 00 03 2F 00
AA 10 08 B5 07 02 09 3C,10->08,B5,16,0.014,sync_boundary,~60s,59.193,59.987,60.827,15,-,71290983578,72190847908,AA 10 08 B5 07 02 09 3C 73 00 02 AC 02 99 00,AA 10 08 B5 07 02 09 3C 73 00 02 AC 02 99 00
AA 10 08 B5 07 02 09 41,10->08,B5,15,0.013,sync_boundary,~60s,59.230,59.994,119.989,15,"11,13",39494302935,40394212597,AA 10 08 B5 07 02 09 41 0E 00 02 7E 02 C5 00,AA 10 08 B5 07 02 09 41 0E 00 02 7F 02 5E 00
AA 10 08 B5 07 02 09 43,10->08,B5,15,0.013,sync_boundary,~60s,59.169,59.986,60.803,15,"11,13",37454605271,38294482449,AA 10 08 B5 07 02 09 43 0C 00 02 70 02 B0 00,AA 10 08 B5 07 02 09 43 0C 00 02 6F 02 6C 00
