sig,route,type,frames,frame_share_pct,dominant_reason,period_bucket,min_gap_s,median_gap_s,max_gap_s,lengths_seen,vary_idx,first_start_us,last_start_us,first_data,last_data
09 FF 28 50 0E FF 39 00,FF->28,50,1,0.001,sync_boundary,single,,,,12,-,143639384426,143639384426,09 FF 28 50 0E FF 39 00 01 FF A5 00,09 FF 28 50 0E FF 39 00 01 FF A5 00
09 FF 40 F0 0A FF 38 00,FF->40,F0,1,0.001,sync_boundary,single,,,,12,-,165276129407,165276129407,09 FF 40 F0 0A FF 38 00 01 FF 58 00,09 FF 40 F0 0A FF 38 00 01 FF 58 00
0A 60 04 FF FF FF FF FF,60->04,FF,1,0.001,sync_boundary,single,,,,13,-,116952493675,116952493675,0A 60 04 FF FF FF FF FF FF FF FF 5B 00,0A 60 04 FF FF FF FF FF FF FF FF 5B 00
24 06 02 00 01 00 05 00,06->02,00,1,0.001,sync_boundary,single,,,,21,-,166410659599,166410659599,24 06 02 00 01 00 05 00 1F 00 08 01 01 05 00 00 00 E4 41 62 00,24 06 02 00 01 00 05 00 1F 00 08 01 01 05 00 00 00 E4 41 62 00
42 CC 00,--,,1,0.001,sync_boundary,single,,,,3,-,101199439162,101199439162,42 CC 00,42 CC 00
52 00,--,,1,0.001,sync_boundary,single,,,,2,-,131475749480,131475749480,52 00,52 00
90 41 AB 00,41->AB,00,1,0.001,sync_boundary,single,,,,4,-,153127171258,153127171258,90 41 AB 00,90 41 AB 00
AA 10 08 B5 07 02 09 3A,10->08,B5,1,0.001,sync_boundary,single,,,,15,-,154559370976,154559370976,AA 10 08 B5 07 02 09 3A 75 00 02 C1 02 76 00,AA 10 08 B5 07 02 09 3A 75 00 02 C1 02 76 00
AA 10 08 B5 16 01 11 FB,10->08,B5,1,0.001,sync_boundary,single,,,,21,-,90463556588,90463556588,AA 10 08 B5 16 01 11 FB 00 09 01 05 06 10 06 34 06 0A 06 5B 00,AA 10 08 B5 16 01 11 FB 00 09 01 05 06 10 06 34 06 0A 06 5B 00
AA 10 76 B5 16 01 11 64,10->76,B5,1,0.001,sync_boundary,single,,,,12,-,90464526111,90464526111,AA 10 76 B5 16 01 11 64 00 00 00 00,AA 10 76 B5 16 01 11 64 00 00 00 00
AA 1F 15 B5,1F->15,B5,1,0.001,gap_before_byte,single,,,,4,-,166410620204,166410620204,AA 1F 15 B5,AA 1F 15 B5
